tgl;no;nobatch;kode;nopallet;qty
2023-01-31 08:00:00;888;28320102;D.003.01;J02-E2-11;250000
2023-01-31 08:00:00;889;28320102;D.003.01;J02-E2-13;250000
2023-01-31 08:00:00;890;28320102;D.003.01;J02-E2-14;250000
2023-01-31 08:00:00;891;1221212;A.001.01;J02-A2-42;220
2023-01-31 08:00:00;892;1221213;A.001.01;J02-A2-42;30780
2023-01-31 08:00:00;893;1221213;A.001.01;J02-A2-43;29000
2023-01-31 08:00:00;894;1221213;A.001.01;J02-A2-44;140
2023-01-31 08:00:00;895;1221214;A.001.01;J02-A2-44;33860
2023-01-31 08:00:00;896;1221214;A.001.01;J02-A2-45;32000
2023-01-31 08:00:00;897;1221214;A.001.01;J02-A2-46;100
2023-01-31 08:00:00;898;1221215;A.001.01;J02-A2-46;32900
2023-01-31 08:00:00;899;26320102;A.008.01;J02-C1-08;21600
2023-01-31 08:00:00;900;26320102;A.008.01;J02-C1-12;9192
2023-01-31 08:00:00;901;26320103;A.008.01;J02-C1-12;12408
2023-01-31 08:00:00;902;26320103;A.008.01;J02-C1-13;21600
2023-01-31 08:00:00;903;13221104;D.003.01;J02-D1-01;60000
2023-01-31 08:00:00;904;13320101;D.003.01;J02-D1-01;180000
2023-01-31 08:00:00;905;13320101;D.003.01;J02-D1-02;250000
2023-01-31 08:00:00;906;13320101;D.003.01;J02-D1-03;250000
2023-01-31 08:00:00;907;160120301;K.003.01;J02-G0-38;288
2023-01-31 08:00:00;908;84611101;K.003.02;J02-G0-39;720
2023-01-31 08:00:00;909;16320101;K.001.01;J02-H2-20;432
2023-01-31 08:00:00;910;16320104;K.001.01;J02-H2-26;361
2023-01-31 08:00:00;911;16320104;K.001.01;J02-H2-27;1728
2023-01-31 08:00:00;912;16320104;K.001.01;J02-H2-28;967
2023-01-31 08:00:00;913;16320105;K.001.01;J02-H2-28;761
2023-01-31 08:00:00;914;16320105;K.001.01;J02-H0-02;1728
2023-01-31 08:00:00;915;4320101;G.001.02;J02-F0-23;8220
2023-01-31 08:00:00;916;4320101;G.001.02;J02-F0-24;4860
2023-01-31 08:00:00;917;4320102;G.001.02;J02-F0-24;8160
2023-01-31 08:00:00;918;4320103;G.001.02;J02-F0-24;11460
2023-01-31 08:00:00;919;4320103;G.001.02;J02-F0-25;3648
2023-01-31 08:00:00;920;5320101;G.001.01;J02-F0-05;7200
2023-01-31 08:00:00;921;5320102;G.001.01;J02-F0-05;1440
2023-01-31 08:00:00;922;5320102;G.001.01;J02-F0-06;28080
2023-01-31 08:00:00;923;5320103;G.001.01;J02-F0-06;7920
2023-01-31 08:00:00;924;5320101;G.001.01;J02-F0-07;564
2023-01-31 08:00:00;925;5320102;G.001.01;J02-F0-07;1464
2023-01-31 08:00:00;926;5320103;G.001.01;J02-F0-07;28932
2023-01-31 08:00:00;927;103320101;E.001.01;J02-G2-28;380000
2023-01-31 08:00:00;928;103320102;E.001.01;J02-G2-29;400000
2023-01-31 08:00:00;929;10221105;A.008.01;J02-C2-09;804
2023-01-31 08:00:00;930;10221108;A.008.01;J02-C2-09;1020
2023-01-31 08:00:00;931;10220219;A.008.02;J02-C1-38;1180
2023-01-31 08:00:00;932;199320101;A.004.01;J02-C3-01;2676
2023-01-31 08:00:00;933;28320102;D.003.01;J02-E2-15;250000
2023-01-31 08:00:00;934;28320102;D.003.01;J02-E2-16;250000
2023-01-31 08:00:00;935;28320103;D.003.01;J02-E2-17;250000
2023-01-31 08:00:00;936;28320103;D.003.01;J02-E2-18;250000
2023-01-31 08:00:00;937;28320103;D.003.01;J02-E2-19;250000
2023-01-31 08:00:00;938;28320103;D.003.01;J02-E2-20;250000
2023-01-31 08:00:00;939;28320103;D.003.01;J02-E2-21;250000
2023-01-31 08:00:00;940;28320103;D.003.01;J02-E2-22;250000
2023-01-31 08:00:00;941;1221215;A.001.01;J02-B0-01;34000
2023-01-31 08:00:00;942;1221215;A.001.01;J02-B0-02;467
2023-01-31 08:00:00;943;1221216;A.001.01;J02-B0-02;31533
2023-01-31 08:00:00;944;1221216;A.001.01;J02-B0-03;29000
2023-01-31 08:00:00;945;1221217;A.001.01;J02-B0-04;28000
2023-01-31 08:00:00;946;1221216;A.001.01;J02-B0-05;360
2023-01-31 08:00:00;947;1221217;A.001.01;J02-B0-05;31640
2023-01-31 08:00:00;948;1221217;A.001.01;J02-B0-06;500
2023-01-31 08:00:00;949;1320101;A.001.01;J02-B0-06;33500
2023-01-31 08:00:00;950;1320101;A.001.01;J02-B0-07;33000
2023-01-31 08:00:00;951;1320102;A.001.01;J02-B0-08;34000
2023-01-31 08:00:00;952;1320101;A.001.01;J02-B0-12;420
2023-01-31 08:00:00;953;1320102;A.001.01;J02-B0-12;33580
2023-01-31 08:00:00;954;1320102;A.001.01;J02-B0-13;840
2023-01-31 08:00:00;955;1320103;A.001.01;J02-B0-13;31160
2023-01-31 08:00:00;956;1320103;A.001.01;J02-B0-14;30000
2023-01-31 08:00:00;957;1320104;A.001.01;J02-B0-15;33000
2023-01-31 08:00:00;958;1320103;A.001.01;J02-B0-16;395
2023-01-31 08:00:00;959;1320104;A.001.01;J02-B0-16;32605
2023-01-31 08:00:00;960;1320104;A.001.01;J02-B0-17;420
2023-01-31 08:00:00;961;1320105;A.001.01;J02-B0-17;32580
2023-01-31 08:00:00;962;1320105;A.001.01;J02-B0-18;34000
2023-01-31 08:00:00;963;1320106;A.001.01;J02-B0-19;34000
2023-01-31 08:00:00;964;1320105;A.001.01;J02-B0-20;880
2023-01-31 08:00:00;965;1320106;A.001.01;J02-B0-20;33120
2023-01-31 08:00:00;966;1320106;A.001.01;J02-B0-21;700
2023-01-31 08:00:00;967;1320107;A.001.01;J02-B0-21;30300
2023-01-31 08:00:00;968;1320107;A.001.01;J02-B0-22;34000
2023-01-31 08:00:00;969;1320107;A.001.01;J02-B0-23;620
2023-01-31 08:00:00;970;1320108;A.001.01;J02-B0-23;33380
2023-01-31 08:00:00;971;1320108;A.001.01;J02-B0-24;35000
2023-01-31 08:00:00;972;1320109;A.001.01;J02-B0-25;33000
2023-01-31 08:00:00;973;1320108;A.001.01;J02-B0-26;780
2023-01-31 08:00:00;974;1320109;A.001.01;J02-B0-26;28220
2023-01-31 08:00:00;975;1320109;A.001.01;J02-B0-27;948
2023-01-31 08:00:00;976;1320110;A.001.01;J02-B0-27;31052
2023-01-31 08:00:00;977;1320110;A.001.01;J02-B0-31;36000
2023-01-31 08:00:00;978;1320110;A.001.01;J02-B0-32;402
2023-01-31 08:00:00;979;1320111;A.001.01;J02-B0-32;32598
2023-01-31 08:00:00;980;1320111;A.001.01;J02-B0-33;33000
2023-01-31 08:00:00;981;1320111;A.001.01;J02-B0-34;369
2023-01-31 08:00:00;982;1320112;A.001.01;J02-B0-34;34631
2023-01-31 08:00:00;983;1320112;A.001.01;J02-B0-35;34000
2023-01-31 08:00:00;984;12220908;J.001.01;J02-G2-31;100
2023-01-31 08:00:00;985;12320101;J.001.01;J02-G2-31;21500
2023-01-31 08:00:00;986;12320101;J.001.01;J02-G2-32;80
2023-01-31 08:00:00;987;12320102;J.001.01;J02-G2-32;21520
2023-01-31 08:00:00;988;12320102;J.001.01;J02-G2-33;60
2023-01-31 08:00:00;989;12320103;J.001.01;J02-G2-33;21540
2023-01-31 08:00:00;990;12320103;J.001.01;J02-G2-34;20
2023-01-31 08:00:00;991;12320104;J.001.01;J02-G2-34;21580
2023-01-31 08:00:00;992;12320105;J.001.01;J02-G2-35;21580
2023-01-31 08:00:00;993;12320106;J.001.01;J02-G2-35;20
2023-01-31 08:00:00;994;12320106;J.001.01;J02-G2-36;21540
2023-01-31 08:00:00;995;12320107;J.001.01;J02-G2-36;60
2023-01-31 08:00:00;996;12320107;J.001.01;J02-G2-37;21520
2023-01-31 08:00:00;997;12320108;J.001.01;J02-G2-37;80
2023-01-31 08:00:00;998;12320108;J.001.01;J02-G2-38;21500
2023-01-31 08:00:00;999;12320109;J.001.01;J02-G2-38;100
2023-01-31 08:00:00;1000;12320109;J.001.01;J02-G2-39;21480
2023-01-31 08:00:00;1001;1320112;A.001.01;J02-B0-36;80
2023-01-31 08:00:00;1002;1320113;A.001.01;J02-B0-36;31920
2023-01-31 08:00:00;1003;1320113;A.001.01;J02-B0-37;33000
2023-01-31 08:00:00;1004;1320114;A.001.01;J02-B0-38;33000
2023-01-31 08:00:00;1005;1320113;A.001.01;J02-B0-39;720
2023-01-31 08:00:00;1006;1320114;A.001.01;J02-B0-39;33280
2023-01-31 08:00:00;1007;1320114;A.001.01;J02-B0-40;360
2023-01-31 08:00:00;1008;1320115;A.001.01;J02-B0-40;32640
2023-01-31 08:00:00;1009;1320115;A.001.01;J02-B0-41;31000
2023-01-31 08:00:00;1010;1320115;A.001.01;J02-B0-42;703
2023-01-31 08:00:00;1011;1320116;A.001.01;J02-B0-42;31297
2023-01-31 08:00:00;1012;1320116;A.001.01;J02-B1-42;36000
2023-01-31 08:00:00;1013;1320117;A.001.01;J02-B1-41;31000
2023-01-31 08:00:00;1014;1320116;A.001.01;J02-B1-40;520
2023-01-31 08:00:00;1015;1320117;A.001.01;J02-B1-40;31480
2023-01-31 08:00:00;1016;1320118;A.001.01;J02-B1-39;30000
2023-01-31 08:00:00;1017;1320117;A.001.01;J02-B1-38;680
2023-01-31 08:00:00;1018;1320118;A.001.01;J02-B1-38;31320
2023-01-31 08:00:00;1019;1320119;A.001.01;J02-B1-37;32000
2023-01-31 08:00:00;1020;1320118;A.001.01;J02-B1-36;880
2023-01-31 08:00:00;1021;1320119;A.001.01;J02-B1-36;32120
2023-01-31 08:00:00;1022;1320119;A.001.01;J02-B1-35;200
2023-01-31 08:00:00;1023;1320120;A.001.01;J02-B1-35;31800
2023-01-31 08:00:00;1024;1320120;A.001.01;J02-B1-34;32000
2023-01-31 08:00:00;1025;1320120;A.001.01;J02-B1-33;620
2023-01-31 08:00:00;1027;199320102;A.004.01;J02-C3-01;4320
2023-01-31 08:00:00;1028;32220101;A.005.01;J02-C1-24;20400
2023-01-31 08:00:00;1029;32220101;A.005.01;J02-C1-23;21600
2023-01-31 08:00:00;1030;32220101;A.005.01;J02-C1-22;21600
2023-01-31 08:00:00;1031;32320101;A.005.01;J02-C1-21;3348
2023-01-31 08:00:00;1032;32320102;A.005.01;J02-C1-21;18252
2023-01-31 08:00:00;1033;32320102;A.005.01;J02-C1-20;21600
2023-01-31 08:00:00;1034;32320102;A.005.01;J02-C2-20;21600
2023-01-31 08:00:00;1035;32320102;A.005.01;J02-C2-21;10800
2023-01-31 08:00:00;1036;140320101;A.007.01;J02-C1-40;2800
2023-01-31 08:00:00;1037;26320104;A.008.01;J02-C1-14;13056
2023-01-31 08:00:00;1038;26320105;A.008.01;J02-C1-14;8544
2023-01-31 08:00:00;1039;26320103;A.008.01;J02-C1-15;312
2023-01-31 08:00:00;1040;26320104;A.008.01;J02-C1-15;20088
2023-01-31 08:00:00;1041;26320105;A.008.01;J02-C1-15;1200
2023-01-31 08:00:00;1042;26320105;A.008.01;J02-C1-16;21600
2023-01-31 08:00:00;1043;26320105;A.008.01;J02-C1-17;1236
2023-01-31 08:00:00;1045;28320103;D.003.01;J02-E2-23;250000
2023-01-31 08:00:00;1046;28320103;D.003.01;J02-E2-24;230000
2023-01-31 08:00:00;1047;13121103;D.003.01;J02-D0-12;250000
2023-01-31 08:00:00;1048;13121103;D.003.01;J02-D0-13;130000
2023-01-31 08:00:00;1049;13221201;D.003.01;J02-D0-13;114400
2023-01-31 08:00:00;1050;13221201;D.003.01;J02-D0-14;250000
2023-01-31 08:00:00;1051;13221201;D.003.01;J02-D0-15;250000
2023-01-31 08:00:00;1052;13221203;D.003.01;J02-D0-16;250000
2023-01-31 08:00:00;1053;13221203;D.003.01;J02-D0-17;250000
2023-01-31 08:00:00;1054;13320106;D.003.01;J02-D2-28;120000
2023-01-31 08:00:00;1055;13320101;D.003.01;J02-D1-04;250000
2023-01-31 08:00:00;1056;13320101;D.003.01;J02-D1-05;250000
2023-01-31 08:00:00;1057;13320101;D.003.01;J02-D1-06;250000
2023-01-31 08:00:00;1058;13320101;D.003.01;J02-D1-07;250000
2023-01-31 08:00:00;1059;13320101;D.003.01;J02-D1-08;210000
2023-01-31 08:00:00;1060;103320102;E.001.01;J02-G2-30;400000
2023-01-31 08:00:00;1061;103320102;E.001.01;J02-G2-31;200000
2023-01-31 08:00:00;1062;177221001;I.001.02;J02-G0-22;2826
2023-01-31 08:00:00;1063;18121203;I.002.01;J02-G0-19;525
2023-01-31 08:00:00;1064;16320104;K.001.01;J02-H0-01;447
2023-01-31 08:00:00;1065;16320106;K.001.01;J02-H0-01;1086
2023-01-31 08:00:00;1066;16320105;K.001.01;J02-H0-01;195
2023-01-31 08:00:00;1067;16320106;K.001.01;J02-H0-03;1728
2023-01-31 08:00:00;1068;16320106;K.001.01;J02-H0-04;719
2023-01-31 08:00:00;1069;16320107;K.001.01;J02-H0-04;1009
2023-01-31 08:00:00;1070;16320107;K.001.01;J02-H0-05;1728
2023-01-31 08:00:00;1071;16320107;K.001.01;J02-H0-06;829
2023-01-31 08:00:00;1072;16320108;K.001.01;J02-H0-06;755
2023-01-31 08:00:00;1073;5320104;G.001.01;J02-F0-07;5760
2023-01-31 08:00:00;1074;5320103;G.001.01;J02-F0-08;1320
2023-01-31 08:00:00;1075;5320104;G.001.01;J02-F0-08;11640
2023-01-31 08:00:00;1076;5320105;G.001.01;J02-F0-08;15840
2023-01-31 08:00:00;1077;5320106;G.001.01;J02-F0-08;7200
2023-01-31 08:00:00;1078;5320106;G.001.01;J02-G0-08;6480
2023-01-31 08:00:00;1079;5320107;G.001.01;J02-G0-08;25920
2023-01-31 08:00:00;1080;4320104;G.001.02;J02-F0-25;11244
2023-01-31 08:00:00;1081;4320105;G.001.02;J02-F0-25;4188
2023-01-31 08:00:00;1082;4320105;G.001.02;J02-F0-26;14616
2023-01-31 08:00:00;1083;4320106;G.001.02;J02-F0-26;3744
2023-01-31 08:00:00;1084;4320107;G.001.02;J02-F0-26;360
2023-01-31 08:00:00;1085;4320107;G.001.02;J02-F0-27;15840
2023-01-31 08:00:00;1086;4320107;G.001.02;J02-F0-12;96
2023-01-31 08:00:00;1087;4320108;G.001.02;J02-F0-12;14688
2023-01-31 08:00:00;1088;4320109;G.001.02;J02-F0-12;3576
2023-01-31 08:00:00;1089;32910606;A.005.01R;J02-C2-13;5
2023-01-31 08:00:00;1090;32021202;A.005.01R;J02-C2-13;10
2023-01-31 08:00:00;1091;32120702;A.005.01R;J02-C2-13;1
2023-01-31 08:00:00;1092;32910808;A.005.01R;J02-C2-13;76
2023-01-31 08:00:00;1093;179020401;A.009.01R;J02-C3-32;12
2023-01-31 08:00:00;1094;32910512;A.005.02R;J02-C2-34;10
2023-01-31 08:00:00;1095;32120101;A.005.02R;J02-C2-34;160
2023-01-31 08:00:00;1096;10910503;A.008.02R;J02-C1-35;40
2023-01-31 08:00:00;1097;10910512;A.008.02R;J02-C1-35;10
2023-01-31 08:00:00;1098;10911202;A.008.01R;J02-C1-11;10
2023-01-31 08:00:00;1099;10020913;A.008.01R;J02-C1-11;10
2023-01-31 08:00:00;1100;10020102;A.008.01R;J02-C1-11;5
2023-01-31 08:00:00;1101;232021201;B.002.01R;J02-H1-38;36
2023-01-31 08:00:00;1102;232221001;B.002.01R;J02-H1-38;204
2023-01-31 08:00:00;1103;13021203;D.003.01R;J02-E0-01;4000
2023-01-31 08:00:00;1104;13120115;D.003.01R;J02-E0-01;4700
2023-01-31 08:00:00;1105;13120326;D.003.01R;J02-E0-01;200
2023-01-31 08:00:00;1106;214910260;D.008.01R;J02-D3-40;400
2023-01-31 08:00:00;1107;35910407;D.009.01R;J02-D3-42;300
2023-01-31 08:00:00;1108;35910408;D.009.01R;J02-D3-42;3200
2023-01-31 08:00:00;1109;103121101;E.001.01R;J02-G1-26;1300
2023-01-31 08:00:00;1110;7911046;G.001.04R;J02-G0-12;7
2023-01-31 08:00:00;1111;7120924;G.001.04R;J02-G0-12;17
2023-01-31 08:00:00;1112;8910530;G.001.05R;J02-G0-14;95
2023-01-31 08:00:00;1113;8120925;G.001.05R;J02-G0-14;6
2023-01-31 08:00:00;1114;9810861;G.001.06R;J02-G0-17;284
2023-01-31 08:00:00;1115;39910203;I.002.03R;J02-G0-18;18
2023-01-31 08:00:00;1116;39120401;I.002.03R;J02-G0-18;1
2023-01-31 08:00:00;1117;18910201;I.002.01R;J02-G0-19;4
2023-01-31 08:00:00;1118;19120401;I.002.02R;J02-G0-20;19
2023-01-31 08:00:00;1119;12120803;J.001.01R;J02-G2-38;20
2023-01-31 08:00:00;1120;16910147;K.001.01R;J02-H2-29;71
2023-01-31 08:00:00;1121;16120205;K.001.01R;J02-H2-29;80
2023-01-31 08:00:00;1122;28120204;D.003.01R;J02-E0-01;200
2023-01-31 08:00:00;1123;28120308;D.003.01R;J02-E0-01;600
2023-01-31 08:00:00;1124;84610201;K.003.02R;J02-G0-39;40
2023-01-31 08:00:00;1125;85610201;K.003.03R;J02-G0-40;35
2023-01-31 08:00:00;1126;86611104;K.004.02R;J02-G1-41;2
2023-01-31 08:00:00;1127;86611102;K.004.03R;J02-G1-42;14
2023-01-31 08:00:00;1128;86611106;K.004.03R;J02-G1-42;3
2023-01-31 08:00:00;1129;122020501;J.003.01R;J02-H0-01;84
2023-01-31 08:00:00;1130;122121104;J.003.01R;J02-H0-01;12
2023-01-31 08:00:00;1131;122120401;J.004.01R;J02-H0-04;8
2023-01-31 08:00:00;1132;16230105;K.001.01R;J02-H2-29;16
2023-01-31 08:00:00;1134;1320121;A.001.01;J02-B1-33;33380
2023-01-31 08:00:00;1135;1320121;A.001.01;J02-B1-32;30000
2023-01-31 08:00:00;1136;1320121;A.001.01;J02-B1-31;500
2023-01-31 08:00:00;1137;1320122;A.001.01;J02-B1-31;34500
2023-01-31 08:00:00;1138;1320122;A.001.01;J02-B1-27;35000
2023-01-31 08:00:00;1139;1320122;A.001.01;J02-B1-26;415
2023-01-31 08:00:00;1141;1320123;A.001.01;J02-B1-25;30000
2023-01-31 08:00:00;1142;1320123;A.001.01;J02-B1-26;33585
2023-01-31 08:00:00;1143;1320123;A.001.01;J02-B1-24;960
2023-01-31 08:00:00;1144;1320124;A.001.01;J02-B1-24;30040
2023-01-31 08:00:00;1145;1320124;A.001.01;J02-B1-23;27000
2023-01-31 08:00:00;1146;1320124;A.001.01;J02-B1-22;480
2023-01-31 08:00:00;1147;1320125;A.001.01;J02-B1-22;30520
2023-01-31 08:00:00;1148;1320125;A.001.01;J02-B1-21;30000
2023-01-31 08:00:00;1149;1320125;A.001.01;J02-B1-20;160
2023-01-31 08:00:00;1150;1320126;A.001.01;J02-B1-20;31840
2023-01-31 08:00:00;1151;1320126;A.001.01;J02-B1-19;31000
2023-01-31 08:00:00;1152;1320126;A.001.01;J02-B1-18;158
2023-01-31 08:00:00;1154;1320127;A.001.01;J02-B1-17;38000
2023-01-31 08:00:00;1155;1320127;A.001.01;J02-B1-18;28842
2023-01-31 08:00:00;1156;1320127;A.001.01;J02-B1-16;80
2023-01-31 08:00:00;1157;1320128;A.001.01;J02-B1-16;30920
2023-01-31 08:00:00;1158;1320128;A.001.01;J02-B1-15;32000
2023-01-31 08:00:00;1159;1320128;A.001.01;J02-B1-14;160
2023-01-31 08:00:00;1160;1320129;A.001.01;J02-B1-14;27840
2023-01-31 08:00:00;1161;1320129;A.001.01;J02-B1-13;34000
2023-01-31 08:00:00;1163;1320129;A.001.01;J02-B1-12;280
2023-01-31 08:00:00;1164;1320130;A.001.01;J02-B1-12;30720
2023-01-31 08:00:00;1165;1320130;A.001.01;J02-B1-08;34000
2023-01-31 08:00:00;1166;1320130;A.001.01;J02-B1-07;740
2023-01-31 08:00:00;1167;240221201;A.001.01;J02-C3-07;400
2023-01-31 08:00:00;1168;240320101;A.001.01;J02-C3-07;27600
2023-02-10 15:35:00;1169;1320131;A.001.01;J02-B1-07;34260
2023-01-31 08:00:00;1170;1320131;A.001.01;J02-B1-06;34000
2023-01-31 08:00:00;1171;1320131;A.001.01;J02-B1-05;820
2023-01-31 08:00:00;1172;1320132;A.001.01;J02-B1-05;26180
2023-01-31 08:00:00;1173;1320132;A.001.01;J02-B1-04;32000
2023-01-31 08:00:00;1174;1320132;A.001.01;J02-B1-03;714
2023-01-31 08:00:00;1175;1320133;A.001.01;J02-B1-02;62286
2023-01-31 08:00:00;1176;1320133;A.001.01;J02-B1-01;40
2023-01-31 08:00:00;1179;26320106;A.008.01;J02-C1-17;20364
2023-01-31 08:00:00;1180;26320106;A.008.01;J02-C1-18;12651
2023-01-31 08:00:00;1181;26320107;A.008.01;J02-C1-18;8949
2023-01-31 08:00:00;1182;26320107;A.008.01;J02-C1-19;21600
2023-01-31 08:00:00;1183;26320107;A.008.01;J02-C2-19;1929
2023-01-31 08:00:00;1184;26320108;A.008.01;J02-C2-19;19671
2023-01-31 08:00:00;1185;26320108;A.008.01;J02-C2-18;8400
2023-01-31 08:00:00;1186;26221203;A.008.02;J02-C1-39;940
2023-01-31 08:00:00;1187;26320201;A.008.02;J02-C1-39;29060
2023-01-31 08:00:00;1188;13221103;D.003.01;J02-D0-13;5600
2023-01-31 08:00:00;1190;13221203;D.003.01;J02-D0-24;149200
2023-01-31 08:00:00;1191;13221201;D.003.01;J02-D0-24;55800
